,Symbol,Name,Exchange,Sector,industry,dividendRate,exDividendDate,lastSplitDate,lastSplitFactor,Buy,Sell,Hold,Previous_Earnings_Date,Expected,Actual,Surprise,Future Earnings Date
168,AXTA,Axalta Coating Systems Ltd.,NYSE,Basic Industries,Paints/Coatings,,,,,8,0,2,2020-07-28,-0.11,-0.15,-40.19,2020-10-22
169,AXS,Axis Capital Holdings Limited,NYSE,Finance,Property-Casualty Insurers,1.64,1593129600,,,0,0,3,2020-07-27,0.35,0.84,+137.96,2020-10-27
170,AX,"Axos Financial, Inc.",NYSE,Finance,Savings Institutions,,,,,2,0,0,2020-07-28,0.54,0.75,+38.12,2020-10-27
171,AZUL,Azul S.A.,NYSE,Transportation,Air Freight/Delivery Services,,,,,0,0,0,2020-08-12,-1.2,-0.44,+63.11,
172,AZRE,Azure Power Global Limited,NYSE,Public Utilities,Electric Utilities: Central,,,,,0,0,0,2020-08-12,-0.19,0.01,+105.18,2020-11-12
173,AZZ,AZZ Inc.,NYSE,Consumer Durables,Building Products,0.68,1594944000,,,0,0,0,2020-07-08,0.62,0.21,-65.85,2020-12-03
174,BW,Babcock,NYSE,Capital Goods,Building Products,,,,,0,0,0,2020-08-11,-0.61,-0.16,+73.81,2020-11-05
175,BMI,"Badger Meter, Inc.",NYSE,Capital Goods,Industrial Machinery/Components,0.72,1598486400,,,0,0,2,2020-07-15,0.35,0.33,-4.35,2020-10-15
176,BKR,Baker Hughes Company,NYSE,Energy,Metal Fabrications,0.72,1596758400,,,7,0,1,2020-07-21,-,-0.05,-900,2020-10-28
177,BANC,"Banc of California, Inc.",NYSE,Finance,Major Banks,0.24,1600041600,,,0,0,0,2020-07-22,-0.33,-0.44,-33.74,2020-10-21
178,BBAR,Banco BBVA Argentina S.A.,NYSE,Finance,Commercial Banks,,1557792000,,,0,1,0,2020-08-27,0.44,0.18,-58.64,
179,BBVA,Banco Bilbao Viscaya Argentaria S.A.,NYSE,Finance,Commercial Banks,0.47,1586217600,,,0,0,0,2020-07-29,-,-,-,
180,BCH,Banco De Chile,NYSE,Finance,Commercial Banks,0.83,1585267200,,,0,0,0,2020-08-10,0.28,0.27,-5.3,
181,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",NYSE,Finance,Commercial Banks,1,1596758400,,,0,0,0,2020-07-27,0.44,0.46,+4.55,2020-10-16
182,SAN,"Banco Santander, S.A.",NYSE,Finance,Commercial Banks,,1572393600,,,0,1,0,2020-07-28,-,-,-,
183,BAC,Bank of America Corporation,NYSE,Finance,Major Banks,0.72,1599091200,,,2,0,3,2020-07-15,0.27,0.37,+38.58,2020-10-14
184,BMO,Bank Of Montreal,NYSE,Finance,Commercial Banks,3.21,1604016000,,,0,0,0,2020-08-24,1.71,1.85,+8.12,
185,NTB,Bank of N.T. Butterfield & Son Limited (The),NYSE,Finance,Commercial Banks,1.76,1596499200,,,1,0,2,2020-07-23,0.52,0.67,+28.85,
186,BNS,Bank of Nova Scotia (The),NYSE,Finance,Major Banks,2.72,1601856000,,,0,0,1,2020-08-24,1.11,1.04,-6.47,
187,BCS,Barclays PLC,NYSE,Finance,Commercial Banks,,1582761600,,,1,0,0,2020-07-28,-,-,-,
188,BNED,"Barnes & Noble Education, Inc",NYSE,Consumer Services,Other Specialty Stores,,,,,0,0,0,2020-09-02,-0.78,-0.96,-23.08,
189,B,"Barnes Group, Inc.",NYSE,Capital Goods,Metal Fabrications,0.64,1598400000,,,0,0,0,2020-07-27,0.21,0.27,+29.81,2020-10-23
190,BTE,Baytex Energy Corp,NYSE,Energy,Oil & Gas Production,,1439942400,,,0,0,0,2020-07-28,-0.17,-0.25,-42.86,
191,BDX,"Becton, Dickinson and Company",NYSE,Health Care,Medical/Dental Instruments,3.16,1599523200,,,4,0,2,2020-08-05,2.04,2.2,+7.84,2020-11-03
192,BDXB,"Becton, Dickinson and Company",NYSE,Health Care,Medical/Dental Instruments,3.17,1597276800,,,0,0,0,2020-08-05,2.04,2.2,+7.84,
193,BRBR,"BellRing Brands, Inc.",NYSE,Consumer Non-Durables,Packaged Foods,,,,,5,0,1,2020-08-07,0.16,0.08,-50,
194,BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,Finance,Banks,0.48,1600646400,,,1,0,1,2020-07-28,-0.19,-10.93,-5652.63,
195,BERY,"Berry Global Group, Inc.",NYSE,Consumer Non-Durables,Plastic Products,,,,,2,0,0,2020-07-30,1.15,1.52,+32.4,2020-11-19
196,BBY,"Best Buy Co., Inc.",NYSE,Consumer Services,Consumer Electronics/Video Chains,2.2,1600041600,,,3,0,2,2020-08-24,1.08,1.71,+58.92,2020-11-24
197,BGSF,BG Staffing Inc,NYSE,Technology,Professional Services,0.2,1597622400,,,0,0,0,2020-06-11,0.19,0.14,-26.32,
198,BIG,"Big Lots, Inc.",NYSE,Consumer Services,Department/Specialty Retail Stores,1.2,1599696000,,,2,0,2,2020-08-27,2.7,2.75,+1.81,2020-12-04
199,BH,Biglari Holdings Inc.,NYSE,Consumer Services,Restaurants,,834710400,,,0,0,0,2020-08-07,-,-,-,2020-10-30
200,BILL,"Bill.com Holdings, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-08-26,-0.11,-0.02,+81.48,
201,BITA,Bitauto Holdings Limited,NYSE,Technology,EDP Services,,,,,0,0,0,2020-06-11,-5.7,-8.97,-57.37,
202,BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",NYSE,Consumer Services,Department/Specialty Retail Stores,,,,,5,0,3,2020-08-19,0.6,0.77,+27.91,2020-11-23
203,BB,BlackBerry Limited,NYSE,Technology,Computer Software: Prepackaged Software,,,,,0,0,4,2020-06-23,-0.02,0.02,+217.65,
204,BLK,"BlackRock, Inc.",NYSE,Finance,Investment Bankers/Brokers/Service,14.52,1599091200,,,9,0,2,2020-07-16,6.99,7.85,+12.26,2020-10-13
205,BE,Bloom Energy Corporation,NYSE,Energy,Industrial Machinery/Components,,,,,3,0,0,2020-07-27,-0.21,-0.23,-11.11,
206,APRN,"Blue Apron Holdings, Inc.",NYSE,Consumer Services,Catalog/Specialty Distribution,,,,,0,0,1,2020-07-28,-0.45,0.08,+117.78,
207,BCC,"Boise Cascade, L.L.C.",NYSE,Consumer Services,RETAIL: Building Materials,0.4,1598832000,,,1,0,0,2020-07-30,0.54,0.85,+57.99,2020-11-04
208,BOOT,"Boot Barn Holdings, Inc.",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,3,0,3,2020-08-03,-0.17,-0.02,+88.37,
209,BAH,Booz Allen Hamilton Holding Corporation,NYSE,Consumer Services,Professional Services,1.24,1597276800,,,1,0,2,2020-07-30,0.86,0.93,+8.27,2020-10-30
210,BORR,Borr Drilling Limited,NYSE,Energy,Oil & Gas Production,,,,,0,0,1,2020-08-27,-0.38,-0.83,-120.74,
211,SAM,"Boston Beer Company, Inc. (The)",NYSE,Consumer Non-Durables,Beverages (Production/Distribution),,,,,3,0,2,2020-07-22,2.43,4.88,+100.66,2020-10-27
212,BXP,"Boston Properties, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,3.92,1593388800,,,2,0,2,2020-07-27,0.5,1.71,+244.06,2020-10-27
213,BSX,Boston Scientific Corporation,NYSE,Health Care,Medical/Dental Instruments,,,,,7,0,1,2020-07-28,-0.02,0.08,+420,2020-10-21
214,BOX,"Box, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,,,,,3,0,0,2020-08-25,0.12,0.18,+45.16,2020-11-24
215,BYD,Boyd Gaming Corporation,NYSE,Consumer Services,Hotels/Resorts,,1577318400,,,8,0,1,2020-07-27,-1.47,-0.98,+33.56,2020-10-20
216,BP,BP p.l.c.,NYSE,Energy,Integrated oil Companies,1.26,1597276800,,,1,0,0,2020-08-03,-1.1,-1.98,-79.19,
217,BDN,Brandywine Realty Trust,NYSE,Consumer Services,Real Estate Investment Trusts,0.76,1594080000,,,0,0,3,2020-07-21,0.02,0.02,+17.65,2020-10-15
218,BAK,Braskem S.A.,NYSE,Basic Industries,Major Chemicals,0.41,1570147200,,,0,0,0,2020-06-02,-6.06,-2.05,+66.17,
219,BRFS,BRF S.A.,NYSE,Consumer Non-Durables,Meat/Poultry/Fish,,1468368000,,,0,0,0,2020-08-11,0.09,0.07,-21.11,
220,MNRL,"Brigham Minerals, Inc.",NYSE,Energy,Oil & Gas Production,0.56,1598400000,,,3,0,0,2020-08-11,-0.04,-0.11,-144.44,
221,BFAM,Bright Horizons Family Solutions Inc.,NYSE,Miscellaneous,Other Consumer Services,,,,,1,1,3,2020-08-04,-0.58,0.44,+175.6,2020-10-28
222,BEDU,Bright Scholar Education Holdings Limited,NYSE,Consumer Services,Other Consumer Services,0.12,1596758400,,,0,0,0,2020-07-21,0.53,0.46,-12.38,
223,EAT,"Brinker International, Inc.",NYSE,Consumer Services,Restaurants,,1583366400,,,5,1,1,2020-08-11,-1.37,-0.88,+35.72,2020-10-28
224,BCO,Brink&#39;s Company (The),NYSE,Transportation,Oil Refining/Marketing,0.6,1595548800,,,1,0,0,2020-07-28,-0.12,0.67,+667.8,2020-10-21
225,BTI,British American Tobacco p.l.c.,NYSE,Consumer Non-Durables,Farming/Seeds/Milling,2.71,1601510400,,,0,0,0,2020-07-30,-,-,-,
226,BR,"Broadridge Financial Solutions, Inc.",NYSE,Miscellaneous,Business Services,2.3,1600041600,,,1,0,1,2020-08-10,2.09,2.15,+2.82,2020-11-04
227,BAM,Brookfield Asset Management Inc,NYSE,Consumer Services,Building operators,0.48,1598572800,,,1,0,1,2020-08-12,0.39,-0.43,-209.41,
228,BEPC,Brookfield Renewable Corporation,NYSE,Public Utilities,Electric Utilities: Central,1.74,1598572800,,,0,0,0,2020-08-06,-,-,-,
229,BEP,Brookfield Renewable Partners L.P.,NYSE,Public Utilities,Electric Utilities: Central,1.74,1598572800,2020-07-30 00:00:00,1251:1000,0,0,1,2020-08-06,0.06,-0.14,-329.51,
230,BRT,BRT Apartments Corp.,NYSE,Consumer Services,Real Estate Investment Trusts,0.88,1600905600,,,0,0,0,2020-08-11,-0.21,-0.25,-19.05,
231,BKE,"Buckle, Inc. (The)",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,1578528000,,,0,1,0,2020-08-20,0.06,0.71,+1190.91,2020-11-20
232,BVN,Buenaventura Mining Company Inc.,NYSE,Basic Industries,Precious Metals,0.09,1574380800,,,0,0,0,2020-07-28,-0.18,-0.1,+45.36,
233,BBW,"Build-A-Bear Workshop, Inc.",NYSE,Consumer Services,Recreational Products/Toys,,,,,0,0,0,2020-08-31,-0.8,-0.82,-1.86,2020-12-03
234,BG,Bunge Limited,NYSE,Consumer Non-Durables,Packaged Foods,2,1605571200,,,1,0,0,2020-07-28,1.32,3.88,+194.16,2020-10-28
235,BURL,"Burlington Stores, Inc.",NYSE,Consumer Services,Department/Specialty Retail Stores,,,,,6,0,0,2020-08-26,-1.04,-0.56,+46.36,2020-11-24
236,BY,"Byline Bancorp, Inc.",NYSE,Finance,Major Banks,0.12,1600646400,,,0,0,0,2020-07-22,0.04,0.24,+531.58,
237,CBT,Cabot Corporation,NYSE,Basic Industries,Major Chemicals,1.4,1598486400,,,2,0,1,2020-08-06,-0.02,-0.07,-250,2020-11-02
238,CADE,Cadence Bancorporation,NYSE,Finance,Major Banks,0.2,1596067200,,,1,0,2,2020-07-21,0.12,-0.45,-478.15,2020-10-26
239,CAL,"Caleres, Inc.",NYSE,Consumer Non-Durables,Shoe Manufacturing,0.28,1599696000,,,0,1,0,2020-08-31,-1.02,-0.57,+44.34,2020-11-23
240,CALX,"Calix, Inc",NYSE,Consumer Services,Telecommunications Equipment,,,,,1,0,0,2020-07-20,0.06,0.14,+154.55,2020-10-20
241,CPE,Callon Petroleum Company,NYSE,Energy,Oil & Gas Production,,898819200,2020-08-10 00:00:00,1:10,0,0,1,2020-08-03,-0.47,0.1,+121.37,2020-11-02
242,CPB,Campbell Soup Company,NYSE,Consumer Non-Durables,Packaged Foods,1.4,1594684800,,,1,2,2,2020-09-02,0.6,0.63,+5.35,2020-12-02
243,GOOS,Canada Goose Holdings Inc.,NYSE,Consumer Non-Durables,Apparel,,,,,0,1,0,2020-08-10,-0.4,-0.35,+13.37,
244,CM,Canadian Imperial Bank of Commerce,NYSE,Finance,Commercial Banks,4.44,1600992000,,,0,0,0,2020-08-26,2.19,2.71,+23.63,
245,CNI,Canadian National Railway Company,NYSE,Transportation,Railroads,1.75,1599523200,,,2,0,7,2020-07-20,1.25,1.28,+2.73,
246,CGC,Canopy Growth Corporation,NYSE,Consumer Durables,Specialty Chemicals,,,,,0,0,0,2020-05-28,-0.59,-1.55,-161.82,
247,CMD,Cantel Medical Corp.,NYSE,Health Care,Medical/Dental Instruments,,1579132800,,,2,0,0,2020-06-03,0.12,0.16,+35.59,2020-12-08
248,COF,Capital One Financial Corporation,NYSE,Finance,Major Banks,0.4,1596758400,,,7,0,1,2020-07-20,-1.68,-2.21,-31.24,2020-10-22
249,CPRI,Capri Holdings Limited,NYSE,Consumer Non-Durables,Apparel,,,,,2,0,3,2020-06-30,0.14,0.11,-24.14,
250,CSL,Carlisle Companies Incorporated,NYSE,Basic Industries,Specialty Chemicals,2.1,1597622400,,,1,0,0,2020-07-20,1.1,1.36,+23.75,2020-10-20
251,KMX,CarMax Inc,NYSE,Consumer Durables,Automotive Aftermarket,,,,,8,0,2,2020-06-18,0.04,0.03,-18.92,2020-12-18
252,CCL,Carnival Corporation,NYSE,Consumer Services,Marine Transportation,,1582156800,,,1,2,3,2020-07-09,-2.26,-3.3,-45.82,
253,CUK,Carnival Corporation,NYSE,Consumer Services,Marine Transportation,2,1582156800,,,0,0,0,2020-07-09,-2.26,-3.3,-45.82,2020-12-18
254,CRI,"Carter&#39;s, Inc.",NYSE,Consumer Non-Durables,Apparel,,1583366400,,,2,0,3,2020-07-23,-0.25,0.54,+316.87,2020-10-22
255,CSPR,Casper Sleep Inc.,NYSE,Consumer Durables,Home Furnishings,,,,,1,0,2,2020-08-10,-0.76,-0.51,+33.07,
256,CATO,Cato Corporation (The),NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,1583452800,,,0,0,0,2020-08-19,-,-,-,2020-11-24
257,CBL,"CBL & Associates Properties, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,,1553817600,,,0,1,0,2020-08-05,-0.28,-0.36,-30.91,2020-10-29
258,CBRE,"CBRE Group, Inc.",NYSE,Finance,Real Estate,,,,,1,0,1,2020-07-30,0.42,0.35,-17.45,2020-11-04
259,EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,NYSE,Public Utilities,Electric Utilities: Central,0.34,1596758400,,,0,0,0,2020-08-11,-,-,-,
260,CEPU,Central Puerto S.A.,NYSE,Public Utilities,Electric Utilities: Central,0.24,1574985600,,,0,0,0,2020-08-26,0.15,0.22,+45.95,
261,CHRA,"Charah Solutions, Inc.",NYSE,Basic Industries,Environmental Services,,,,,0,1,0,2020-08-10,-0.01,-0.16,-1500,
262,CMCM,Cheetah Mobile Inc.,NYSE,Technology,Computer Software: Prepackaged Software,,1592784000,,,0,0,0,2020-08-17,-,0.17,-,2020-11-11
263,CHWY,"Chewy, Inc.",NYSE,Consumer Services,Catalog/Specialty Distribution,,,,,0,0,1,2020-09-09,-0.16,-0.08,+48.72,2020-12-07
264,CHS,"Chico&#39;s FAS, Inc.",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,1584057600,,,0,0,0,2020-08-25,-0.25,-0.4,-56.86,2020-11-24
265,DL,China Distance Education Holdings Limited,NYSE,Consumer Services,Other Consumer Services,,1585526400,,,0,0,0,2020-08-27,0.06,0.09,+50,
266,LFC,China Life Insurance Company Limited,NYSE,Finance,Life Insurance,0.52,1593993600,,,0,0,0,2020-08-25,-,-,-,
267,COE,China Online Education Group,NYSE,Consumer Services,Other Consumer Services,,,,,0,0,0,2020-09-07,0.78,1.44,+85.81,2020-12-07
268,CYD,China Yuchai International Limited,NYSE,Energy,Industrial Machinery/Components,0.85,1594771200,,,0,0,0,2020-08-11,4.34,5.99,+38.02,
269,CHD,"Church & Dwight Company, Inc.",NYSE,Basic Industries,Package Goods/Cosmetics,0.96,1597276800,,,3,0,3,2020-07-30,0.63,0.77,+21.84,2020-10-29
270,CIEN,Ciena Corporation,NYSE,Public Utilities,Telecommunications Equipment,,,,,4,0,1,2020-09-02,0.83,1.06,+28.33,2020-12-10
271,CNK,Cinemark Holdings Inc,NYSE,Consumer Services,Movies/Entertainment,,1583366400,,,8,0,6,2020-06-02,-0.18,-0.51,-177.17,2020-11-03
272,CIR,"CIRCOR International, Inc.",NYSE,Capital Goods,Metal Fabrications,,1511740800,,,0,0,0,2020-08-06,0.11,0.22,+100,2020-11-04
273,CIT,CIT Group Inc (DEL),NYSE,Finance,Major Banks,1.4,1596672000,,,2,0,4,2020-07-20,-0.5,-0.99,-97.6,2020-10-20
274,C,Citigroup Inc.,NYSE,Finance,Major Banks,2.04,1596153600,,,6,0,0,2020-07-13,0.28,0.5,+79.86,2020-10-13
275,CFG,"Citizens Financial Group, Inc.",NYSE,Finance,Major Banks,1.56,1595894400,,,4,0,0,2020-07-16,0.08,0.53,+554.32,2020-10-16
276,CCO,"Clear Channel Outdoor Holdings, Inc.",NYSE,Consumer Services,Advertising,,,,,0,0,0,2020-08-06,-0.38,-0.3,+21.26,2020-11-04
277,CLDR,"Cloudera, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,,,,,2,0,2,2020-09-01,0.07,0.1,+53.85,2020-11-30
278,CNO,"CNO Financial Group, Inc.",NYSE,Finance,Accident &Health Insurance,0.48,1599609600,,,2,0,2,2020-08-03,0.26,0.55,+110.73,2020-11-03
279,KOF,Coca Cola Femsa S.A.B. de C.V.,NYSE,Consumer Non-Durables,Beverages (Production/Distribution),2,1588291200,,,0,0,1,2020-07-21,0.61,0.43,-29.18,
280,KO,Coca-Cola Company (The),NYSE,Consumer Non-Durables,Beverages (Production/Distribution),1.64,1600041600,,,3,0,3,2020-07-20,0.4,0.42,+5,2020-10-16
281,UTF,"Cohen & Steers Infrastructure Fund, Inc",NYSE,,,1.86,1600128000,,,0,0,0,2020-09-03,-,-,-,2020-12-02
282,RQI,Cohen & Steers Quality Income Realty Fund Inc.,NYSE,,,0.96,1600128000,,,0,0,0,2020-09-03,-,-,-,2020-12-02
283,CLNY,"Colony Capital, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,,1585526400,,,1,0,0,2020-08-06,-0.36,-4.33,-1102.78,
284,CMA,Comerica Incorporated,NYSE,Finance,Major Banks,2.72,1600041600,,,5,0,7,2020-07-20,0.21,0.8,+273.83,2020-10-20
285,CMC,Commercial Metals Company,NYSE,Basic Industries,Steel/Iron Ore,0.48,1593648000,,,1,0,0,2020-06-17,0.41,0.59,+44.61,2020-10-21
286,CBD,Companhia Brasileira de Distribuicao,NYSE,Consumer Services,Food Chains,0.15,1588550400,,,0,0,0,2020-07-28,-,-,-,
287,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,NYSE,Public Utilities,Water Supply,0.25,1588291200,,,0,0,0,2020-08-13,-,-,-,
288,CMP,"Compass Minerals International, Inc.",NYSE,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2.88,1598832000,,,0,0,2,2020-08-03,-0.18,0.04,+121.86,2020-11-03
289,CAG,"ConAgra Brands, Inc.",NYSE,Consumer Non-Durables,Packaged Foods,0.85,1596412800,,,2,0,4,2020-06-29,0.66,0.75,+14.33,2020-12-17
290,CCM,Concord Medical Services Holdings Limited,NYSE,Health Care,Medical/Nursing Services,,1450828800,,,0,0,0,2020-08-25,-,-,-,2020-10-27
291,STZ,Constellation Brands Inc,NYSE,Consumer Non-Durables,Beverages (Production/Distribution),3,1597017600,,,7,0,4,2020-06-30,2.01,2.3,+14.37,2020-10-01
292,TCS,Container Store (The),NYSE,Consumer Services,Home Furnishings,,,,,0,0,0,2020-06-16,0.31,0.26,-16.13,2020-10-27
293,CTK,CooTek (Cayman) Inc.,NYSE,Technology,EDP Services,,,,,0,0,1,2020-08-17,0.05,0.07,+45.83,
294,CORR,"CorEnergy Infrastructure Trust, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,0.2,1597363200,,,0,1,1,2020-06-24,-12.2,-12.04,+1.31,
295,CNR,"Cornerstone Building Brands, Inc.",NYSE,Capital Goods,Metal Fabrications,,,,,0,0,0,2020-08-10,-0.08,0.34,+525,2020-11-04
296,CAAP,Corporacion America Airports SA,NYSE,Transportation,Aerospace,,,,,0,0,0,2020-08-21,-0.53,-0.07,+86.79,
297,CZZ,Cosan Limited,NYSE,Consumer Non-Durables,Specialty Foods,0.11,1592438400,,,0,0,2,2020-08-18,-0.51,0.46,+190.2,
298,COTY,Coty Inc.,NYSE,Consumer Non-Durables,Package Goods/Cosmetics,,1581638400,,,0,0,2,2020-08-26,-0.12,-0.51,-328.57,
299,CS,Credit Suisse Group,NYSE,Finance,Investment Bankers/Brokers/Service,0.14,1588809600,,,0,0,0,2020-07-29,-,-,-,
300,CULP,"Culp, Inc.",NYSE,Basic Industries,Textiles,0.42,1602028800,,,0,0,0,2020-09-01,0.04,-0.22,-728.57,
301,DQ,DAQO New Energy Corp.,NYSE,Technology,Semiconductors,,,,,0,0,0,2020-08-17,-0.03,0.47,+1666.67,2020-11-10
302,DRI,"Darden Restaurants, Inc.",NYSE,Consumer Services,Restaurants,,1578528000,,,11,0,7,2020-06-24,-1.64,-1.24,+24.62,2020-12-17
303,DE,Deere & Company,NYSE,Capital Goods,Industrial Machinery/Components,3.04,1601337600,,,3,1,4,2020-08-20,1.26,2.57,+103.65,2020-11-25
304,DELL,Dell Technologies Inc.,NYSE,Technology,Computer Manufacturing,,,,,4,0,3,2020-08-26,1.4,1.92,+37.63,2020-11-24
305,DAL,"Delta Air Lines, Inc.",NYSE,Transportation,Air Freight/Delivery Services,,1582070400,,,4,0,0,2020-07-13,-4.07,-4.43,-8.82,2020-10-08
306,DBI,Designer Brands Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,0.85,1585267200,,,1,0,0,2020-09-02,-0.85,-1.28,-51.3,2020-12-08
307,DESP,"Despegar.com, Corp.",NYSE,Consumer Services,Transportation Services,,,,,0,0,0,2020-08-20,-0.46,-0.82,-76.34,2020-11-05
308,DB,Deutsche Bank AG,NYSE,Finance,Major Banks,,1495152000,,,0,0,0,2020-07-28,-0.05,-,-,
309,DKS,Dick&#39;s Sporting Goods Inc,NYSE,Consumer Services,Other Specialty Stores,1.25,1599696000,,,4,0,8,2020-08-25,1.3,3.21,+147.69,2020-11-24
310,DIN,"Dine Brands Global, Inc.",NYSE,Consumer Services,Restaurants,,1584576000,,,3,0,1,2020-07-28,-0.93,-0.87,+6.05,2020-10-28
311,DG,Dollar General Corporation,NYSE,Consumer Services,Department/Specialty Retail Stores,1.44,1601856000,,,7,0,0,2020-08-26,2.44,3.12,+27.61,2020-12-03
312,DPZ,Domino&#39;s Pizza Inc,NYSE,Consumer Non-Durables,Food Distributors,3.12,1600041600,,,12,0,6,2020-07-15,2.24,2.99,+33.36,2020-10-06
313,UFS,Domtar Corporation,NYSE,Basic Industries,Paper,,1585699200,,,1,0,3,2020-08-06,-0.48,0.36,+175.47,2020-10-29
314,DCI,"Donaldson Company, Inc.",NYSE,Capital Goods,Pollution Control Equipment,0.84,1597363200,,,0,0,0,2020-09-02,0.44,0.5,+12.87,2020-12-01
315,DSL,DoubleLine Income Solutions Fund,NYSE,,,,,,,,,,2020-05-29,-,-,-,2020-11-30
316,DRD,DRDGOLD Limited,NYSE,Basic Industries,Precious Metals,0.41,1600905600,,,1,0,0,2020-08-27,-,-,-,
317,DNP,"Duff & Phelps Utilities Income, Inc.",NYSE,,,0.78,1601337600,,,0,0,0,2020-06-23,-,-,-,2020-12-23
318,DNB,"Dun & Bradstreet Holdings, Inc.",NYSE,Finance,Finance: Consumer Services,,,,,0,0,0,2020-07-01,-,-,-,
319,DY,"Dycom Industries, Inc.",NYSE,Basic Industries,Water Supply,,,,,0,0,0,2020-08-25,0.68,1.18,+74.3,2020-11-24
320,DLNG,Dynagas LNG Partners LP,NYSE,Consumer Services,Marine Transportation,,1556755200,,,0,0,0,2020-09-02,0.15,0.2,+35.14,2020-11-19
321,ELF,"e.l.f. Beauty, Inc.",NYSE,Consumer Non-Durables,Package Goods/Cosmetics,,,,,9,0,0,2020-08-04,0.04,0.17,+304.76,2020-11-04
322,EV,Eaton Vance Corporation,NYSE,Finance,Investment Managers,1.5,1596067200,,,1,0,1,2020-08-25,0.78,0.82,+4.99,2020-11-24
323,ELAN,Elanco Animal Health Incorporated,NYSE,Health Care,Major Pharmaceuticals,,,,,2,1,0,2020-07-29,0.06,0.09,+60.71,2020-11-04
324,ESTC,Elastic N.V.,NYSE,Technology,Computer Software: Prepackaged Software,,,,,3,0,0,2020-08-25,-0.18,0.06,+133.33,
325,LLY,Eli Lilly and Company,NYSE,Health Care,Major Pharmaceuticals,2.96,1597276800,,,1,0,0,2020-07-29,1.56,1.89,+21,2020-10-27
326,ENIA,Enel Americas S.A.,NYSE,Public Utilities,Electric Utilities: Central,0.53,1590019200,,,0,0,0,2020-07-27,0.17,3,+1664.71,
327,EPAC,Enerpac Tool Group Corp.,NYSE,Technology,Industrial Machinery/Components,0.04,1601510400,,,0,0,0,2020-06-24,0.11,-0.06,-154.55,2020-12-17
328,ETM,Entercom Communications Corp.,NYSE,Consumer Services,Broadcasting,0.08,1583971200,,,0,0,0,2020-08-06,-0.22,-0.28,-27.27,2020-11-06
329,EQNR,Equinor ASA,NYSE,Energy,Integrated oil Companies,0.36,1597363200,,,0,0,0,2020-07-23,-,0.2,-,
330,EL,"Estee Lauder Companies, Inc. (The)",NYSE,Consumer Non-Durables,Package Goods/Cosmetics,1.92,1598572800,,,6,0,1,2020-08-19,-0.19,-0.53,-174.61,
331,ETH,Ethan Allen Interiors Inc.,NYSE,Consumer Durables,Home Furnishings,0.84,1602028800,,,0,0,1,2020-08-03,-0.54,-0.15,+72.38,2020-11-02
332,EVRI,Everi Holdings Inc.,NYSE,Consumer Services,Services-Misc. Amusement & Recreation,,,,,2,0,0,2020-06-01,-0.1,-0.16,-56.86,
333,EXPR,"Express, Inc.",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,1292284800,,,0,0,0,2020-08-25,-1.16,-1.48,-27.59,2020-12-03
334,XOM,Exxon Mobil Corporation,NYSE,Energy,Integrated oil Companies,3.48,1597190400,,,0,1,4,2020-07-30,-0.61,-0.7,-14.38,2020-10-30
335,FNB,F.N.B. Corporation,NYSE,Finance,Major Banks,0.48,1599091200,,,0,0,0,2020-07-15,0.12,0.26,+109.68,2020-10-15
336,FDS,FactSet Research Systems Inc.,NYSE,Technology,"Computer Software: Programming, Data Processing",3.08,1598572800,,,0,1,2,2020-06-24,2.43,2.86,+17.55,2020-12-17
337,FDX,FedEx Corporation,NYSE,Transportation,Air Freight/Delivery Services,2.6,1599091200,,,15,0,3,2020-09-15,2.69,-,-,2020-12-17
338,FCAU,Fiat Chrysler Automobiles N.V.,NYSE,Capital Goods,Auto Manufacturing,,,,,1,0,0,2020-07-30,-1.15,-0.65,+43.63,
339,FINV,FinVolution Group,NYSE,Finance,Finance: Consumer Services,0.12,1586131200,,,0,0,0,2020-08-24,-,-,-,
340,FAF,First American Corporation (The),NYSE,Finance,Specialty Insurers,1.76,1599177600,,,1,0,0,2020-07-22,0.75,1.05,+40,2020-10-22
341,FBP,First BanCorp.,NYSE,Finance,Major Banks,0.2,1598400000,,,0,0,1,2020-07-27,0.06,0.1,+75.44,2020-10-20
